id_servicios,id_cuenta,codigo,descripcion_servicio
"26914","10283",S20,LIMPIEZA DE VIAS
"26915","10284",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26916","10284",S11,BASURA RESIDENCIAL R3
"26917","10284",S19,MANT. PARQUES Y ZONAS VERDES
"26918","10284",S20,LIMPIEZA DE VIAS
"26919","10285",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26920","10285",S11,BASURA RESIDENCIAL R3
"26921","10285",S19,MANT. PARQUES Y ZONAS VERDES
"26922","10285",S20,LIMPIEZA DE VIAS
"26923","10287",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26924","10287",S11,BASURA RESIDENCIAL R3
"26925","10287",S19,MANT. PARQUES Y ZONAS VERDES
"26926","10287",S20,LIMPIEZA DE VIAS
"26927","10288",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26928","10291",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26929","10291",S11,BASURA RESIDENCIAL R3
"26930","10291",S19,MANT. PARQUES Y ZONAS VERDES
"26931","10291",S20,LIMPIEZA DE VIAS
"26932","10292",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26933","10292",S11,BASURA RESIDENCIAL R3
"26934","10292",S19,MANT. PARQUES Y ZONAS VERDES
"26935","10292",S20,LIMPIEZA DE VIAS
"26936","10293",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26937","10293",S11,BASURA RESIDENCIAL R3
"26938","10293",S19,MANT. PARQUES Y ZONAS VERDES
"26939","10293",S20,LIMPIEZA DE VIAS
"26940","10294",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26941","10294",S11,BASURA RESIDENCIAL R3
"26942","10294",S19,MANT. PARQUES Y ZONAS VERDES
"26943","10294",S20,LIMPIEZA DE VIAS
"26944","10295",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26945","10295",S11,BASURA RESIDENCIAL R3
"26946","10295",S19,MANT. PARQUES Y ZONAS VERDES
"26947","10295",S20,LIMPIEZA DE VIAS
"26948","10296",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26949","10296",S11,BASURA RESIDENCIAL R3
"26950","10296",S19,MANT. PARQUES Y ZONAS VERDES
"26951","10296",S20,LIMPIEZA DE VIAS
"26952","10297",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26953","10297",S11,BASURA RESIDENCIAL R3
"26954","10297",S19,MANT. PARQUES Y ZONAS VERDES
"26955","10297",S20,LIMPIEZA DE VIAS
"26956","10298",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26957","10298",S11,BASURA RESIDENCIAL R3
"26958","10298",S20,LIMPIEZA DE VIAS
"26959","10298",S19,MANT. PARQUES Y ZONAS VERDES
"26960","10299",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26961","10300",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26962","10300",S11,BASURA RESIDENCIAL R3
"26963","10300",S19,MANT. PARQUES Y ZONAS VERDES
"26964","10300",S20,LIMPIEZA DE VIAS
"26965","10302",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26966","10302",S11,BASURA RESIDENCIAL R3
"26967","10302",S19,MANT. PARQUES Y ZONAS VERDES
"26968","10302",S20,LIMPIEZA DE VIAS
"26969","10303",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26970","10303",S11,BASURA RESIDENCIAL R3
"26971","10303",S19,MANT. PARQUES Y ZONAS VERDES
"26972","10303",S20,LIMPIEZA DE VIAS
"26973","10304",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26974","10304",S11,BASURA RESIDENCIAL R3
"26975","10304",S19,MANT. PARQUES Y ZONAS VERDES
"26976","10304",S20,LIMPIEZA DE VIAS
"26977","10305",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26978","10305",S11,BASURA RESIDENCIAL R3
"26979","10305",S20,LIMPIEZA DE VIAS
"26980","10305",S19,MANT. PARQUES Y ZONAS VERDES
"26981","10306",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26982","10306",S11,BASURA RESIDENCIAL R3
"26983","10306",S19,MANT. PARQUES Y ZONAS VERDES
"26984","10306",S20,LIMPIEZA DE VIAS
"26985","10307",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26986","10307",S11,BASURA RESIDENCIAL R3
"26987","10307",S20,LIMPIEZA DE VIAS
"26988","10307",S19,MANT. PARQUES Y ZONAS VERDES
"26989","10308",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26990","10308",S11,BASURA RESIDENCIAL R3
"26991","10308",S19,MANT. PARQUES Y ZONAS VERDES
"26992","10308",S20,LIMPIEZA DE VIAS
"27014","10316",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"27015","10316",S12,BASURA RESIDENCIAL R4
"27016","10316",S13,BASURA COMERCIAL C1
"27017","10316",S19,MANT. PARQUES Y ZONAS VERDES
"27018","10316",S20,LIMPIEZA DE VIAS
"27019","10317",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"27020","10317",S11,BASURA RESIDENCIAL R3
"27021","10317",S19,MANT. PARQUES Y ZONAS VERDES
"27022","10317",S20,LIMPIEZA DE VIAS
"27023","10318",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"27024","10319",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"27025","10319",S11,BASURA RESIDENCIAL R3
"27026","10319",S19,MANT. PARQUES Y ZONAS VERDES
"27027","10319",S20,LIMPIEZA DE VIAS
"27028","10320",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"27029","10320",S11,BASURA RESIDENCIAL R3
"27030","10320",S19,MANT. PARQUES Y ZONAS VERDES
"27031","10320",S20,LIMPIEZA DE VIAS
"27032","10321",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"27033","10321",S11,BASURA RESIDENCIAL R3
"27034","10321",S19,MANT. PARQUES Y ZONAS VERDES
"27035","10321",S20,LIMPIEZA DE VIAS
"27036","10322",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"27037","10322",S11,BASURA RESIDENCIAL R3
"27038","10322",S19,MANT. PARQUES Y ZONAS VERDES
"27039","10322",S20,LIMPIEZA DE VIAS
"27040","10323",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"27041","10323",S11,BASURA RESIDENCIAL R3
"27042","10323",S19,MANT. PARQUES Y ZONAS VERDES
"27043","10323",S20,LIMPIEZA DE VIAS
"27044","10324",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"27045","10324",S11,BASURA RESIDENCIAL R3
"27046","10324",S19,MANT. PARQUES Y ZONAS VERDES
"27047","10324",S20,LIMPIEZA DE VIAS
"27048","10325",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"27049","10325",S11,BASURA RESIDENCIAL R3
"27050","10325",S19,MANT. PARQUES Y ZONAS VERDES
"27051","10325",S20,LIMPIEZA DE VIAS
"27052","10326",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"27053","10326",S11,BASURA RESIDENCIAL R3
"27054","10326",S19,MANT. PARQUES Y ZONAS VERDES
"27055","10326",S20,LIMPIEZA DE VIAS
"27056","10327",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"27057","10327",S11,BASURA RESIDENCIAL R3
"27058","10327",S19,MANT. PARQUES Y ZONAS VERDES
"27059","10327",S20,LIMPIEZA DE VIAS
"27060","10328",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"27061","10328",S11,BASURA RESIDENCIAL R3
"27062","10328",S13,BASURA COMERCIAL C1
"27063","10328",S19,MANT. PARQUES Y ZONAS VERDES
"27064","10328",S20,LIMPIEZA DE VIAS
"27065","10329",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"27066","10329",S11,BASURA RESIDENCIAL R3
"27067","10329",S19,MANT. PARQUES Y ZONAS VERDES
"27068","10329",S20,LIMPIEZA DE VIAS
"27073","10331",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"27074","10331",S11,BASURA RESIDENCIAL R3
"27075","10331",S19,MANT. PARQUES Y ZONAS VERDES
"27076","10331",S20,LIMPIEZA DE VIAS
"27077","10332",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"27078","10332",S11,BASURA RESIDENCIAL R3
"27079","10332",S19,MANT. PARQUES Y ZONAS VERDES
"27080","10332",S20,LIMPIEZA DE VIAS
"27081","10333",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"27082","10333",S19,MANT. PARQUES Y ZONAS VERDES
"27083","10333",S20,LIMPIEZA DE VIAS
"27084","10333",S11,BASURA RESIDENCIAL R3
"27085","10335",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"27086","10335",S11,BASURA RESIDENCIAL R3
"27087","10335",S19,MANT. PARQUES Y ZONAS VERDES
"27088","10335",S20,LIMPIEZA DE VIAS
"27089","10336",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"27090","10337",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"27091","10337",S11,BASURA RESIDENCIAL R3
"27092","10337",S19,MANT. PARQUES Y ZONAS VERDES
"27093","10337",S20,LIMPIEZA DE VIAS
"27094","10338",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"27095","10339",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"27096","10339",S11,BASURA RESIDENCIAL R3
"27097","10339",S19,MANT. PARQUES Y ZONAS VERDES
"27098","10339",S20,LIMPIEZA DE VIAS
"27099","10340",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"27100","10340",S11,BASURA RESIDENCIAL R3
"27101","10340",S19,MANT. PARQUES Y ZONAS VERDES
"27102","10340",S20,LIMPIEZA DE VIAS
"27103","10341",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"27104","10342",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"27105","10343",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"27106","10343",S11,BASURA RESIDENCIAL R3
"27107","10343",S19,MANT. PARQUES Y ZONAS VERDES
"27108","10343",S20,LIMPIEZA DE VIAS
"27109","10344",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"27110","10344",S11,BASURA RESIDENCIAL R3
"27111","10344",S19,MANT. PARQUES Y ZONAS VERDES
"27112","10344",S20,LIMPIEZA DE VIAS
"27113","10345",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"27114","10345",S11,BASURA RESIDENCIAL R3
"27115","10345",S19,MANT. PARQUES Y ZONAS VERDES
"27116","10345",S20,LIMPIEZA DE VIAS
"27117","10346",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"27118","10346",S11,BASURA RESIDENCIAL R3
"27119","10346",S19,MANT. PARQUES Y ZONAS VERDES
"27120","10346",S20,LIMPIEZA DE VIAS
"27121","10347",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"27122","10347",S11,BASURA RESIDENCIAL R3
"27123","10347",S19,MANT. PARQUES Y ZONAS VERDES
"27124","10347",S20,LIMPIEZA DE VIAS
"27125","10348",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"27126","10348",S19,MANT. PARQUES Y ZONAS VERDES
"27127","10348",S20,LIMPIEZA DE VIAS
"27128","10348",S11,BASURA RESIDENCIAL R3
"27130","10351",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"27131","10351",S11,BASURA RESIDENCIAL R3
"27132","10351",S19,MANT. PARQUES Y ZONAS VERDES
"27133","10351",S20,LIMPIEZA DE VIAS
"27134","10352",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"27135","10352",S11,BASURA RESIDENCIAL R3
"27136","10352",S19,MANT. PARQUES Y ZONAS VERDES
"27137","10352",S20,LIMPIEZA DE VIAS
"27138","10354",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"27139","10354",S19,MANT. PARQUES Y ZONAS VERDES
"27140","10354",S20,LIMPIEZA DE VIAS
"27141","10354",S11,BASURA RESIDENCIAL R3
"27142","10355",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"27143","10355",S11,BASURA RESIDENCIAL R3
"27144","10355",S19,MANT. PARQUES Y ZONAS VERDES
"27145","10355",S20,LIMPIEZA DE VIAS
"27146","10356",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"27147","10356",S11,BASURA RESIDENCIAL R3
"27148","10356",S19,MANT. PARQUES Y ZONAS VERDES
"27149","10356",S20,LIMPIEZA DE VIAS
"27150","10357",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"27151","10357",S11,BASURA RESIDENCIAL R3
"27152","10357",S19,MANT. PARQUES Y ZONAS VERDES
"27153","10357",S20,LIMPIEZA DE VIAS
"27154","10360",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"27155","10360",S11,BASURA RESIDENCIAL R3
"27156","10360",S19,MANT. PARQUES Y ZONAS VERDES
"27157","10360",S20,LIMPIEZA DE VIAS
"27158","10362",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"27159","10362",S19,MANT. PARQUES Y ZONAS VERDES
"27160","10362",S20,LIMPIEZA DE VIAS
"27161","10362",S11,BASURA RESIDENCIAL R3
"27162","10364",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"27163","10364",S11,BASURA RESIDENCIAL R3
"27164","10364",S19,MANT. PARQUES Y ZONAS VERDES
"27165","10364",S20,LIMPIEZA DE VIAS
"27166","10365",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"27167","10365",S11,BASURA RESIDENCIAL R3
"27168","10365",S19,MANT. PARQUES Y ZONAS VERDES
"27169","10365",S20,LIMPIEZA DE VIAS
"27170","10366",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"27171","10366",S11,BASURA RESIDENCIAL R3
"27172","10366",S19,MANT. PARQUES Y ZONAS VERDES
"27173","10366",S20,LIMPIEZA DE VIAS
"27174","10367",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"27175","10369",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"27176","10369",S11,BASURA RESIDENCIAL R3
"27177","10369",S19,MANT. PARQUES Y ZONAS VERDES
"27178","10369",S20,LIMPIEZA DE VIAS
"27179","10370",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"27180","10370",S11,BASURA RESIDENCIAL R3
"27181","10370",S19,MANT. PARQUES Y ZONAS VERDES
"27182","10370",S20,LIMPIEZA DE VIAS
"27183","10371",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"27184","10371",S11,BASURA RESIDENCIAL R3
"27185","10371",S19,MANT. PARQUES Y ZONAS VERDES
"27186","10371",S20,LIMPIEZA DE VIAS
"27187","10372",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"27188","10372",S11,BASURA RESIDENCIAL R3
"27189","10372",S19,MANT. PARQUES Y ZONAS VERDES
"27190","10372",S20,LIMPIEZA DE VIAS
"27191","10374",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"27192","10374",S11,BASURA RESIDENCIAL R3
"27193","10374",S19,MANT. PARQUES Y ZONAS VERDES
"27194","10374",S20,LIMPIEZA DE VIAS
"27195","10375",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"27196","10375",S11,BASURA RESIDENCIAL R3
"27197","10375",S19,MANT. PARQUES Y ZONAS VERDES
"27198","10375",S20,LIMPIEZA DE VIAS
"27199","10376",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"27200","10376",S11,BASURA RESIDENCIAL R3
"27201","10376",S20,LIMPIEZA DE VIAS
"27202","10376",S19,MANT. PARQUES Y ZONAS VERDES
"27203","10377",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"27204","10377",S11,BASURA RESIDENCIAL R3
"27205","10377",S19,MANT. PARQUES Y ZONAS VERDES
"27206","10377",S20,LIMPIEZA DE VIAS
"27207","10378",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"27208","10378",S11,BASURA RESIDENCIAL R3
"27209","10378",S20,LIMPIEZA DE VIAS
"27210","10378",S19,MANT. PARQUES Y ZONAS VERDES
"27211","10379",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"27212","10379",S11,BASURA RESIDENCIAL R3
"27213","10379",S19,MANT. PARQUES Y ZONAS VERDES
"27214","10379",S20,LIMPIEZA DE VIAS
"27215","10380",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"27216","10380",S11,BASURA RESIDENCIAL R3
"27217","10380",S19,MANT. PARQUES Y ZONAS VERDES
"27218","10380",S20,LIMPIEZA DE VIAS
"27219","10381",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"27220","10381",S11,BASURA RESIDENCIAL R3
"27221","10381",S19,MANT. PARQUES Y ZONAS VERDES
"27222","10381",S20,LIMPIEZA DE VIAS
"27223","10382",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"27224","10382",S11,BASURA RESIDENCIAL R3
"27225","10382",S19,MANT. PARQUES Y ZONAS VERDES
"27226","10382",S20,LIMPIEZA DE VIAS
"27227","10383",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"27228","10383",S19,MANT. PARQUES Y ZONAS VERDES
"27229","10383",S20,LIMPIEZA DE VIAS
"27230","10383",S11,BASURA RESIDENCIAL R3
"27231","10384",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"27232","10384",S11,BASURA RESIDENCIAL R3
"27233","10384",S20,LIMPIEZA DE VIAS
"27234","10384",S19,MANT. PARQUES Y ZONAS VERDES
"27240","10387",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"27241","10387",S11,BASURA RESIDENCIAL R3
"27242","10387",S19,MANT. PARQUES Y ZONAS VERDES
"27243","10387",S20,LIMPIEZA DE VIAS
"27244","10388",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"27245","10388",S11,BASURA RESIDENCIAL R3
"27246","10388",S19,MANT. PARQUES Y ZONAS VERDES
"27247","10388",S20,LIMPIEZA DE VIAS
"27248","10389",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"27249","10389",S11,BASURA RESIDENCIAL R3
"27250","10389",S19,MANT. PARQUES Y ZONAS VERDES
"27251","10389",S20,LIMPIEZA DE VIAS
"27427","10463",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"27428","10463",S11,BASURA RESIDENCIAL R3
"27429","10463",S19,MANT. PARQUES Y ZONAS VERDES
"27430","10463",S20,LIMPIEZA DE VIAS
"27519","10499",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"27520","10499",S11,BASURA RESIDENCIAL R3
"27521","10499",S19,MANT. PARQUES Y ZONAS VERDES
"27522","10499",S20,LIMPIEZA DE VIAS
"27523","10500",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"27524","10500",S11,BASURA RESIDENCIAL R3
"27525","10500",S19,MANT. PARQUES Y ZONAS VERDES
"27526","10500",S20,LIMPIEZA DE VIAS
"27527","10501",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"27528","10501",S11,BASURA RESIDENCIAL R3
"27529","10501",S19,MANT. PARQUES Y ZONAS VERDES
"27530","10501",S20,LIMPIEZA DE VIAS
"32423","12147",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"32424","12147",S11,BASURA RESIDENCIAL R3
"32425","12147",S19,MANT. PARQUES Y ZONAS VERDES
"32426","12147",S20,LIMPIEZA DE VIAS
"32427","12148",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"32428","12148",S11,BASURA RESIDENCIAL R3
"32429","12148",S19,MANT. PARQUES Y ZONAS VERDES
"32430","12148",S20,LIMPIEZA DE VIAS
"32431","12149",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"32432","12150",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"32433","12150",S19,MANT. PARQUES Y ZONAS VERDES
"32434","12150",S20,LIMPIEZA DE VIAS
"32435","12150",S11,BASURA RESIDENCIAL R3
"32436","12151",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"32437","12151",S11,BASURA RESIDENCIAL R3
"32438","12151",S19,MANT. PARQUES Y ZONAS VERDES
"32439","12151",S20,LIMPIEZA DE VIAS
"32440","12152",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"32441","12152",S11,BASURA RESIDENCIAL R3
"32442","12152",S19,MANT. PARQUES Y ZONAS VERDES
"32443","12152",S20,LIMPIEZA DE VIAS
"58174","20859",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"58175","20859",S11,BASURA RESIDENCIAL R3
"58176","20859",S19,MANT. PARQUES Y ZONAS VERDES
"58177","20859",S20,LIMPIEZA DE VIAS
"58214","20881",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"58215","20881",S11,BASURA RESIDENCIAL R3
"58216","20881",S19,MANT. PARQUES Y ZONAS VERDES
"58217","20881",S20,LIMPIEZA DE VIAS
"58356","20962",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"58357","20962",S11,BASURA RESIDENCIAL R3
"58358","20962",S19,MANT. PARQUES Y ZONAS VERDES
"58359","20962",S20,LIMPIEZA DE VIAS
"58929","21248",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"59276","21369",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"59277","21369",S11,BASURA RESIDENCIAL R3
"59278","21369",S19,MANT. PARQUES Y ZONAS VERDES
"59279","21369",S20,LIMPIEZA DE VIAS
"59285","21374",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"59286","21374",S19,MANT. PARQUES Y ZONAS VERDES
"59287","21374",S20,LIMPIEZA DE VIAS
"59288","21374",S11,BASURA RESIDENCIAL R3
"59934","21705",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"59935","21705",S11,BASURA RESIDENCIAL R3
"59936","21705",S19,MANT. PARQUES Y ZONAS VERDES
"59937","21705",S20,LIMPIEZA DE VIAS
"59946","21710",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"59947","21710",S19,MANT. PARQUES Y ZONAS VERDES
"59948","21710",S20,LIMPIEZA DE VIAS
"59949","21710",S11,BASURA RESIDENCIAL R3
"59950","21711",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"59951","21712",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"60269","21824",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"60270","21824",S12,BASURA RESIDENCIAL R4
"60271","21824",S13,BASURA COMERCIAL C1
"60272","21824",S19,MANT. PARQUES Y ZONAS VERDES
"60273","21824",S20,LIMPIEZA DE VIAS
"60452","21913",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"60453","21913",S11,BASURA RESIDENCIAL R3
"60454","21913",S19,MANT. PARQUES Y ZONAS VERDES
"60455","21913",S20,LIMPIEZA DE VIAS
"60464","21920",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"60465","21920",S11,BASURA RESIDENCIAL R3
"60466","21920",S19,MANT. PARQUES Y ZONAS VERDES
"60467","21920",S20,LIMPIEZA DE VIAS
"60754","22130",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"60755","22130",S11,BASURA RESIDENCIAL R3
"60756","22130",S19,MANT. PARQUES Y ZONAS VERDES
"60757","22130",S20,LIMPIEZA DE VIAS
"61222","22321",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"61223","22321",S11,BASURA RESIDENCIAL R3
"61224","22321",S19,MANT. PARQUES Y ZONAS VERDES
"61225","22321",S20,LIMPIEZA DE VIAS
"61278","22347",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"61279","22347",S11,BASURA RESIDENCIAL R3
"61280","22347",S19,MANT. PARQUES Y ZONAS VERDES
"61281","22347",S20,LIMPIEZA DE VIAS
"61559","22487",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"61620","22519",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"61621","22519",S11,BASURA RESIDENCIAL R3
"61622","22519",S19,MANT. PARQUES Y ZONAS VERDES
"61623","22519",S20,LIMPIEZA DE VIAS
"61810","22626",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"61899","22665",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"61990","22709",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"61991","22709",S11,BASURA RESIDENCIAL R3
"61992","22709",S19,MANT. PARQUES Y ZONAS VERDES
"61993","22709",S20,LIMPIEZA DE VIAS
"62006","22715",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"62007","22716",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"62008","22716",S11,BASURA RESIDENCIAL R3
"62009","22716",S19,MANT. PARQUES Y ZONAS VERDES
"62010","22716",S20,LIMPIEZA DE VIAS
"62085","22761",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"62196","22828",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"62340","22914",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"62965","23187",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"62966","23188",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"62967","23188",S11,BASURA RESIDENCIAL R3
"62968","23188",S19,MANT. PARQUES Y ZONAS VERDES
"62969","23188",S20,LIMPIEZA DE VIAS
