id_servicios,id_cuenta,codigo,descripcion_servicio
"24836","9607",S20,LIMPIEZA DE VIAS
"24837","9608",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"24838","9608",S11,BASURA RESIDENCIAL R3
"24839","9608",S19,MANT. PARQUES Y ZONAS VERDES
"24840","9608",S20,LIMPIEZA DE VIAS
"24841","9609",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"24842","9609",S11,BASURA RESIDENCIAL R3
"24843","9609",S19,MANT. PARQUES Y ZONAS VERDES
"24844","9609",S20,LIMPIEZA DE VIAS
"24845","9610",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"24846","9610",S11,BASURA RESIDENCIAL R3
"24847","9610",S19,MANT. PARQUES Y ZONAS VERDES
"24848","9610",S20,LIMPIEZA DE VIAS
"24849","9611",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"24850","9612",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"24851","9612",S11,BASURA RESIDENCIAL R3
"24852","9612",S19,MANT. PARQUES Y ZONAS VERDES
"24853","9612",S20,LIMPIEZA DE VIAS
"24854","9613",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"24855","9613",S11,BASURA RESIDENCIAL R3
"24856","9613",S19,MANT. PARQUES Y ZONAS VERDES
"24857","9613",S20,LIMPIEZA DE VIAS
"24858","9615",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"24859","9615",S11,BASURA RESIDENCIAL R3
"24860","9615",S19,MANT. PARQUES Y ZONAS VERDES
"24861","9615",S20,LIMPIEZA DE VIAS
"25486","9802",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25487","9802",S11,BASURA RESIDENCIAL R3
"25488","9802",S19,MANT. PARQUES Y ZONAS VERDES
"25489","9802",S20,LIMPIEZA DE VIAS
"25490","9803",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25491","9803",S11,BASURA RESIDENCIAL R3
"25492","9803",S19,MANT. PARQUES Y ZONAS VERDES
"25493","9803",S20,LIMPIEZA DE VIAS
"25494","9804",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25495","9804",S11,BASURA RESIDENCIAL R3
"25496","9804",S19,MANT. PARQUES Y ZONAS VERDES
"25497","9804",S20,LIMPIEZA DE VIAS
"25498","9805",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25499","9805",S11,BASURA RESIDENCIAL R3
"25500","9805",S19,MANT. PARQUES Y ZONAS VERDES
"25501","9805",S20,LIMPIEZA DE VIAS
"25502","9806",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25503","9806",S11,BASURA RESIDENCIAL R3
"25504","9806",S19,MANT. PARQUES Y ZONAS VERDES
"25505","9806",S20,LIMPIEZA DE VIAS
"25506","9807",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25507","9807",S11,BASURA RESIDENCIAL R3
"25508","9807",S19,MANT. PARQUES Y ZONAS VERDES
"25509","9807",S20,LIMPIEZA DE VIAS
"25510","9808",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25511","9808",S19,MANT. PARQUES Y ZONAS VERDES
"25512","9808",S20,LIMPIEZA DE VIAS
"25513","9808",S11,BASURA RESIDENCIAL R3
"25514","9809",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25515","9809",S11,BASURA RESIDENCIAL R3
"25516","9809",S19,MANT. PARQUES Y ZONAS VERDES
"25517","9809",S20,LIMPIEZA DE VIAS
"25518","9810",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25519","9810",S11,BASURA RESIDENCIAL R3
"25520","9810",S19,MANT. PARQUES Y ZONAS VERDES
"25521","9810",S20,LIMPIEZA DE VIAS
"25522","9812",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25523","9812",S11,BASURA RESIDENCIAL R3
"25524","9812",S20,LIMPIEZA DE VIAS
"25525","9812",S19,MANT. PARQUES Y ZONAS VERDES
"25526","9813",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25527","9813",S11,BASURA RESIDENCIAL R3
"25528","9813",S19,MANT. PARQUES Y ZONAS VERDES
"25529","9813",S20,LIMPIEZA DE VIAS
"25530","9815",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25531","9815",S11,BASURA RESIDENCIAL R3
"25532","9815",S19,MANT. PARQUES Y ZONAS VERDES
"25533","9815",S20,LIMPIEZA DE VIAS
"25534","9816",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25535","9816",S11,BASURA RESIDENCIAL R3
"25536","9816",S19,MANT. PARQUES Y ZONAS VERDES
"25537","9816",S20,LIMPIEZA DE VIAS
"25538","9817",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25539","9817",S12,BASURA RESIDENCIAL R4
"25540","9817",S13,BASURA COMERCIAL C1
"25541","9817",S19,MANT. PARQUES Y ZONAS VERDES
"25542","9817",S20,LIMPIEZA DE VIAS
"25543","9818",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25544","9818",S11,BASURA RESIDENCIAL R3
"25545","9818",S19,MANT. PARQUES Y ZONAS VERDES
"25546","9818",S20,LIMPIEZA DE VIAS
"25547","9819",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25548","9819",S11,BASURA RESIDENCIAL R3
"25549","9819",S19,MANT. PARQUES Y ZONAS VERDES
"25550","9819",S20,LIMPIEZA DE VIAS
"25551","9821",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25552","9821",S11,BASURA RESIDENCIAL R3
"25553","9821",S19,MANT. PARQUES Y ZONAS VERDES
"25554","9821",S20,LIMPIEZA DE VIAS
"25555","9822",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25556","9822",S11,BASURA RESIDENCIAL R3
"25557","9822",S19,MANT. PARQUES Y ZONAS VERDES
"25558","9822",S20,LIMPIEZA DE VIAS
"25559","9823",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25560","9823",S11,BASURA RESIDENCIAL R3
"25561","9823",S19,MANT. PARQUES Y ZONAS VERDES
"25562","9823",S20,LIMPIEZA DE VIAS
"25563","9824",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25564","9824",S11,BASURA RESIDENCIAL R3
"25565","9824",S19,MANT. PARQUES Y ZONAS VERDES
"25566","9824",S20,LIMPIEZA DE VIAS
"25567","9825",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25568","9825",S11,BASURA RESIDENCIAL R3
"25569","9825",S19,MANT. PARQUES Y ZONAS VERDES
"25570","9825",S20,LIMPIEZA DE VIAS
"25571","9826",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25572","9826",S11,BASURA RESIDENCIAL R3
"25573","9826",S19,MANT. PARQUES Y ZONAS VERDES
"25574","9826",S20,LIMPIEZA DE VIAS
"25575","9827",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25576","9827",S11,BASURA RESIDENCIAL R3
"25577","9827",S19,MANT. PARQUES Y ZONAS VERDES
"25578","9827",S20,LIMPIEZA DE VIAS
"25579","9828",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25580","9828",S11,BASURA RESIDENCIAL R3
"25581","9828",S19,MANT. PARQUES Y ZONAS VERDES
"25582","9828",S20,LIMPIEZA DE VIAS
"25583","9830",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25584","9830",S11,BASURA RESIDENCIAL R3
"25585","9830",S19,MANT. PARQUES Y ZONAS VERDES
"25586","9830",S20,LIMPIEZA DE VIAS
"25587","9831",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25588","9832",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25589","9832",S11,BASURA RESIDENCIAL R3
"25590","9832",S19,MANT. PARQUES Y ZONAS VERDES
"25591","9832",S20,LIMPIEZA DE VIAS
"25592","9833",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25593","9833",S11,BASURA RESIDENCIAL R3
"25594","9833",S19,MANT. PARQUES Y ZONAS VERDES
"25595","9833",S20,LIMPIEZA DE VIAS
"25596","9835",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25597","9835",S11,BASURA RESIDENCIAL R3
"25598","9835",S19,MANT. PARQUES Y ZONAS VERDES
"25599","9835",S20,LIMPIEZA DE VIAS
"25600","9836",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25601","9836",S11,BASURA RESIDENCIAL R3
"25602","9836",S19,MANT. PARQUES Y ZONAS VERDES
"25603","9836",S20,LIMPIEZA DE VIAS
"25604","9837",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25605","9837",S11,BASURA RESIDENCIAL R3
"25606","9837",S19,MANT. PARQUES Y ZONAS VERDES
"25607","9837",S20,LIMPIEZA DE VIAS
"25611","9845",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25612","9845",S11,BASURA RESIDENCIAL R3
"25613","9845",S19,MANT. PARQUES Y ZONAS VERDES
"25614","9845",S20,LIMPIEZA DE VIAS
"25615","9846",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25616","9846",S11,BASURA RESIDENCIAL R3
"25617","9846",S19,MANT. PARQUES Y ZONAS VERDES
"25618","9846",S20,LIMPIEZA DE VIAS
"25619","9847",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25620","9847",S11,BASURA RESIDENCIAL R3
"25621","9847",S19,MANT. PARQUES Y ZONAS VERDES
"25622","9847",S20,LIMPIEZA DE VIAS
"25623","9848",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25624","9848",S11,BASURA RESIDENCIAL R3
"25625","9848",S19,MANT. PARQUES Y ZONAS VERDES
"25626","9848",S20,LIMPIEZA DE VIAS
"25627","9849",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25628","9849",S11,BASURA RESIDENCIAL R3
"25629","9849",S19,MANT. PARQUES Y ZONAS VERDES
"25630","9849",S20,LIMPIEZA DE VIAS
"25631","9850",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25632","9850",S11,BASURA RESIDENCIAL R3
"25633","9850",S19,MANT. PARQUES Y ZONAS VERDES
"25634","9850",S20,LIMPIEZA DE VIAS
"25635","9851",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25636","9851",S19,MANT. PARQUES Y ZONAS VERDES
"25637","9851",S20,LIMPIEZA DE VIAS
"25638","9851",S11,BASURA RESIDENCIAL R3
"25639","9852",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25640","9852",S10,BASURA RESIDENCIAL R2
"25641","9852",S19,MANT. PARQUES Y ZONAS VERDES
"25642","9852",S20,LIMPIEZA DE VIAS
"25643","9854",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25644","9854",S11,BASURA RESIDENCIAL R3
"25645","9854",S19,MANT. PARQUES Y ZONAS VERDES
"25646","9854",S20,LIMPIEZA DE VIAS
"25647","9856",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25648","9856",S11,BASURA RESIDENCIAL R3
"25649","9856",S19,MANT. PARQUES Y ZONAS VERDES
"25650","9856",S20,LIMPIEZA DE VIAS
"25651","9857",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25652","9857",S11,BASURA RESIDENCIAL R3
"25653","9857",S19,MANT. PARQUES Y ZONAS VERDES
"25654","9857",S20,LIMPIEZA DE VIAS
"25655","9858",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25656","9858",S11,BASURA RESIDENCIAL R3
"25657","9858",S14,BASURA COMERCIAL C2
"25658","9858",S19,MANT. PARQUES Y ZONAS VERDES
"25659","9858",S20,LIMPIEZA DE VIAS
"25660","9858",S13,BASURA COMERCIAL C1
"25661","9861",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25662","9861",S19,MANT. PARQUES Y ZONAS VERDES
"25663","9861",S20,LIMPIEZA DE VIAS
"25664","9861",S11,BASURA RESIDENCIAL R3
"25665","9863",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25666","9863",S11,BASURA RESIDENCIAL R3
"25667","9863",S19,MANT. PARQUES Y ZONAS VERDES
"25668","9863",S20,LIMPIEZA DE VIAS
"25669","9864",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25670","9864",S11,BASURA RESIDENCIAL R3
"25671","9864",S19,MANT. PARQUES Y ZONAS VERDES
"25672","9864",S20,LIMPIEZA DE VIAS
"25673","9865",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25674","9865",S11,BASURA RESIDENCIAL R3
"25675","9865",S19,MANT. PARQUES Y ZONAS VERDES
"25676","9865",S20,LIMPIEZA DE VIAS
"25677","9867",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25678","9867",S11,BASURA RESIDENCIAL R3
"25679","9867",S19,MANT. PARQUES Y ZONAS VERDES
"25680","9867",S20,LIMPIEZA DE VIAS
"25682","9869",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25683","9869",S11,BASURA RESIDENCIAL R3
"25684","9869",S19,MANT. PARQUES Y ZONAS VERDES
"25685","9869",S20,LIMPIEZA DE VIAS
"25686","9870",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25687","9870",S11,BASURA RESIDENCIAL R3
"25688","9870",S19,MANT. PARQUES Y ZONAS VERDES
"25689","9870",S20,LIMPIEZA DE VIAS
"25690","9871",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25691","9871",S11,BASURA RESIDENCIAL R3
"25692","9871",S19,MANT. PARQUES Y ZONAS VERDES
"25693","9871",S20,LIMPIEZA DE VIAS
"25909","9938",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25910","9938",S11,BASURA RESIDENCIAL R3
"25911","9938",S19,MANT. PARQUES Y ZONAS VERDES
"25912","9938",S20,LIMPIEZA DE VIAS
"25913","9939",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25914","9939",S11,BASURA RESIDENCIAL R3
"25915","9939",S19,MANT. PARQUES Y ZONAS VERDES
"25916","9939",S20,LIMPIEZA DE VIAS
"25917","9941",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25918","9941",S11,BASURA RESIDENCIAL R3
"25919","9941",S19,MANT. PARQUES Y ZONAS VERDES
"25920","9941",S20,LIMPIEZA DE VIAS
"25921","9942",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25922","9942",S11,BASURA RESIDENCIAL R3
"25923","9942",S19,MANT. PARQUES Y ZONAS VERDES
"25924","9942",S20,LIMPIEZA DE VIAS
"25925","9943",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25926","9943",S11,BASURA RESIDENCIAL R3
"25927","9943",S19,MANT. PARQUES Y ZONAS VERDES
"25928","9943",S20,LIMPIEZA DE VIAS
"25929","9944",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25930","9944",S11,BASURA RESIDENCIAL R3
"25931","9944",S19,MANT. PARQUES Y ZONAS VERDES
"25932","9944",S20,LIMPIEZA DE VIAS
"25933","9945",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25934","9945",S11,BASURA RESIDENCIAL R3
"25935","9945",S19,MANT. PARQUES Y ZONAS VERDES
"25936","9945",S20,LIMPIEZA DE VIAS
"25937","9947",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25938","9947",S11,BASURA RESIDENCIAL R3
"25939","9947",S19,MANT. PARQUES Y ZONAS VERDES
"25940","9947",S20,LIMPIEZA DE VIAS
"25941","9948",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25942","9949",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25943","9949",S11,BASURA RESIDENCIAL R3
"25944","9949",S19,MANT. PARQUES Y ZONAS VERDES
"25945","9949",S20,LIMPIEZA DE VIAS
"25946","9950",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25947","9950",S11,BASURA RESIDENCIAL R3
"25948","9950",S19,MANT. PARQUES Y ZONAS VERDES
"25949","9950",S20,LIMPIEZA DE VIAS
"25950","9951",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25951","9951",S11,BASURA RESIDENCIAL R3
"25952","9951",S19,MANT. PARQUES Y ZONAS VERDES
"25953","9951",S20,LIMPIEZA DE VIAS
"25954","9952",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25955","9952",S11,BASURA RESIDENCIAL R3
"25956","9952",S19,MANT. PARQUES Y ZONAS VERDES
"25957","9952",S20,LIMPIEZA DE VIAS
"25958","9953",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25959","9953",S11,BASURA RESIDENCIAL R3
"25960","9953",S19,MANT. PARQUES Y ZONAS VERDES
"25961","9953",S20,LIMPIEZA DE VIAS
"25962","9954",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25963","9954",S11,BASURA RESIDENCIAL R3
"25964","9954",S19,MANT. PARQUES Y ZONAS VERDES
"25965","9954",S20,LIMPIEZA DE VIAS
"25966","9955",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25967","9955",S11,BASURA RESIDENCIAL R3
"25968","9955",S19,MANT. PARQUES Y ZONAS VERDES
"25969","9955",S20,LIMPIEZA DE VIAS
"25970","9956",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25971","9956",S11,BASURA RESIDENCIAL R3
"25972","9956",S19,MANT. PARQUES Y ZONAS VERDES
"25973","9956",S20,LIMPIEZA DE VIAS
"25974","9958",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25975","9958",S11,BASURA RESIDENCIAL R3
"25976","9958",S19,MANT. PARQUES Y ZONAS VERDES
"25977","9958",S20,LIMPIEZA DE VIAS
"25978","9961",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25979","9961",S11,BASURA RESIDENCIAL R3
"25980","9961",S19,MANT. PARQUES Y ZONAS VERDES
"25981","9961",S20,LIMPIEZA DE VIAS
"25982","9963",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25983","9963",S11,BASURA RESIDENCIAL R3
"25984","9963",S19,MANT. PARQUES Y ZONAS VERDES
"25985","9963",S20,LIMPIEZA DE VIAS
"25986","9965",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25987","9965",S11,BASURA RESIDENCIAL R3
"25988","9965",S19,MANT. PARQUES Y ZONAS VERDES
"25989","9965",S20,LIMPIEZA DE VIAS
"25990","9966",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25991","9966",S11,BASURA RESIDENCIAL R3
"25992","9966",S19,MANT. PARQUES Y ZONAS VERDES
"25993","9966",S20,LIMPIEZA DE VIAS
"25994","9967",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25995","9967",S11,BASURA RESIDENCIAL R3
"25996","9967",S19,MANT. PARQUES Y ZONAS VERDES
"25997","9967",S20,LIMPIEZA DE VIAS
"25998","9969",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"25999","9969",S11,BASURA RESIDENCIAL R3
"26000","9969",S19,MANT. PARQUES Y ZONAS VERDES
"26001","9969",S20,LIMPIEZA DE VIAS
"26002","9970",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26003","9970",S11,BASURA RESIDENCIAL R3
"26004","9970",S19,MANT. PARQUES Y ZONAS VERDES
"26005","9970",S20,LIMPIEZA DE VIAS
"26006","9971",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26007","9971",S11,BASURA RESIDENCIAL R3
"26008","9971",S19,MANT. PARQUES Y ZONAS VERDES
"26009","9971",S20,LIMPIEZA DE VIAS
"26010","9972",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26011","9972",S11,BASURA RESIDENCIAL R3
"26012","9972",S19,MANT. PARQUES Y ZONAS VERDES
"26013","9972",S20,LIMPIEZA DE VIAS
"26014","9973",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26015","9974",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26016","9974",S11,BASURA RESIDENCIAL R3
"26017","9974",S19,MANT. PARQUES Y ZONAS VERDES
"26018","9974",S20,LIMPIEZA DE VIAS
"26019","9975",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26020","9975",S11,BASURA RESIDENCIAL R3
"26021","9975",S19,MANT. PARQUES Y ZONAS VERDES
"26022","9975",S20,LIMPIEZA DE VIAS
"26023","9976",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26024","9976",S11,BASURA RESIDENCIAL R3
"26025","9976",S19,MANT. PARQUES Y ZONAS VERDES
"26026","9976",S20,LIMPIEZA DE VIAS
"26027","9977",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26028","9977",S11,BASURA RESIDENCIAL R3
"26029","9977",S19,MANT. PARQUES Y ZONAS VERDES
"26030","9977",S20,LIMPIEZA DE VIAS
"26031","9978",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26032","9978",S11,BASURA RESIDENCIAL R3
"26033","9978",S19,MANT. PARQUES Y ZONAS VERDES
"26034","9978",S20,LIMPIEZA DE VIAS
"26035","9979",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26036","9979",S19,MANT. PARQUES Y ZONAS VERDES
"26037","9979",S20,LIMPIEZA DE VIAS
"26038","9979",S11,BASURA RESIDENCIAL R3
"26040","9981",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26041","9982",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26042","9982",S11,BASURA RESIDENCIAL R3
"26043","9982",S19,MANT. PARQUES Y ZONAS VERDES
"26044","9982",S20,LIMPIEZA DE VIAS
"26045","9984",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26046","9984",S19,MANT. PARQUES Y ZONAS VERDES
"26047","9984",S20,LIMPIEZA DE VIAS
"26048","9984",S11,BASURA RESIDENCIAL R3
"26049","9985",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26050","9986",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26051","9986",S11,BASURA RESIDENCIAL R3
"26052","9986",S19,MANT. PARQUES Y ZONAS VERDES
"26053","9986",S20,LIMPIEZA DE VIAS
"26054","9987",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26055","9987",S11,BASURA RESIDENCIAL R3
"26056","9987",S19,MANT. PARQUES Y ZONAS VERDES
"26057","9987",S20,LIMPIEZA DE VIAS
"26058","9988",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26059","9988",S11,BASURA RESIDENCIAL R3
"26060","9988",S19,MANT. PARQUES Y ZONAS VERDES
"26061","9988",S20,LIMPIEZA DE VIAS
"26062","9989",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26063","9990",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26064","9990",S11,BASURA RESIDENCIAL R3
"26065","9990",S19,MANT. PARQUES Y ZONAS VERDES
"26066","9990",S20,LIMPIEZA DE VIAS
"26067","9991",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26068","9991",S11,BASURA RESIDENCIAL R3
"26069","9991",S19,MANT. PARQUES Y ZONAS VERDES
"26070","9991",S20,LIMPIEZA DE VIAS
"26071","9992",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26072","9992",S11,BASURA RESIDENCIAL R3
"26073","9992",S19,MANT. PARQUES Y ZONAS VERDES
"26074","9992",S20,LIMPIEZA DE VIAS
"26075","9993",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26076","9993",S11,BASURA RESIDENCIAL R3
"26077","9993",S19,MANT. PARQUES Y ZONAS VERDES
"26078","9993",S20,LIMPIEZA DE VIAS
"26079","9995",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26080","9995",S11,BASURA RESIDENCIAL R3
"26081","9995",S19,MANT. PARQUES Y ZONAS VERDES
"26082","9995",S20,LIMPIEZA DE VIAS
"26083","9997",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26084","9997",S11,BASURA RESIDENCIAL R3
"26085","9997",S19,MANT. PARQUES Y ZONAS VERDES
"26086","9997",S20,LIMPIEZA DE VIAS
"26087","9998",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26088","9998",S11,BASURA RESIDENCIAL R3
"26089","9998",S19,MANT. PARQUES Y ZONAS VERDES
"26090","9998",S20,LIMPIEZA DE VIAS
"26091","9999",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26092","9999",S11,BASURA RESIDENCIAL R3
"26093","9999",S19,MANT. PARQUES Y ZONAS VERDES
"26094","9999",S20,LIMPIEZA DE VIAS
"26095","10000",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26096","10000",S11,BASURA RESIDENCIAL R3
"26097","10000",S19,MANT. PARQUES Y ZONAS VERDES
"26098","10000",S20,LIMPIEZA DE VIAS
"26099","10001",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26100","10001",S11,BASURA RESIDENCIAL R3
"26101","10001",S19,MANT. PARQUES Y ZONAS VERDES
"26102","10001",S20,LIMPIEZA DE VIAS
"26103","10002",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26104","10002",S11,BASURA RESIDENCIAL R3
"26105","10002",S19,MANT. PARQUES Y ZONAS VERDES
"26106","10002",S20,LIMPIEZA DE VIAS
"26107","10003",IBI,IMPUESTO SOBRE LA PROPIEDAD DE BIENES INMUEBLES
"26108","10003",S11,BASURA RESIDENCIAL R3
"26109","10003",S19,MANT. PARQUES Y ZONAS VERDES
"26110","10003",S20,LIMPIEZA DE VIAS
